author,local_guide_info,rating,review,date_text,text_backup
CMC,Local Guide · 353 reseñas · 13.073 fotos,3 estrellas,"Mi anterior reseña fue: Me suelen gustar las exposiciones que traen. Una gran opción cultural en Zaragoza desde que se construyó. La pega es que pocas veces coinciden en el tiempo las dos salas principales de exposiciones llenas. ¿Será una artimaña para ir el doble de veces? (Edito) Le bajo una estrella por la subida de entrada de 4 a 5€.
(Vuelvo a editar pocos meses después) Le bajo otra estrella porque la entrada ha vuelto a subir de 5 a 6€. Igual ya no es tan buena opción para ir. Y menos cuando dos exposiciones coinciden en el tiempo muy pocas semanas.",Hace 4 años,"CMC
Local Guide · 353 reseñas · 13.073 fotos






Hace 4 años
Mi anterior reseña fue: Me suelen gustar las exposiciones que traen. Una gran opción cultural en Zaragoza desde que se construyó. La pega es que pocas veces coinciden en el tiempo las dos salas principales de exposiciones llenas. ¿Será una artimaña para ir el doble de veces? (Edito) Le bajo una estrella por la subida de entrada de 4 a 5€.
(Vuelvo a editar pocos meses después) Le bajo otra estrella porque la entrada ha vuelto a subir de 5 a 6€. Igual ya no es tan buena opción para ir. Y menos cuando dos exposiciones coinciden en el tiempo muy pocas semanas.

3

Compartir"
Inmaculada Guerrero,Local Guide · 158 reseñas · 296 fotos,5 estrellas,Centro de exposiciones temporales muy completo. Tiene varias zonas disponibles para los niños  donde pueden aprender y jugar con material disponible. Situado en una zona no muy céntrica. Renuevan las exposiciones cada dos meses aproximadamente. Suelen ofrecer visitas guiadas dos veces al día con el mismo precio. Puedes visitarlas por libre y suelen ser muy amenas y autoexplicativas con textos y vídeos. Gratis si tienes tarjeta Caixa (si no 4 euros ),Hace 6 años,"Inmaculada Guerrero
Local Guide · 158 reseñas · 296 fotos






Hace 6 años
Centro de exposiciones temporales muy completo. Tiene varias zonas disponibles para los niños  donde pueden aprender y jugar con material disponible. Situado en una zona no muy céntrica. Renuevan las exposiciones cada dos meses aproximadamente. Suelen ofrecer visitas guiadas dos veces al día con el mismo precio. Puedes visitarlas por libre y suelen ser muy amenas y autoexplicativas con textos y vídeos. Gratis si tienes tarjeta Caixa (si no 4 euros )

1

Compartir"
maite castillo,12 reseñas · 4 fotos,5 estrellas,"En todos los sentidos, un lugar que merece la pena visitar. Las exposiciones son todas interesantes y creativas. Las actividades y los espectáculos, estupendos y, el personal que se encarga de recepción y en la tienda, ambles y muy atentos. Por último, en el restaurante se come muy bien en un entorno relajado y sereno",Hace un año,"maite castillo
12 reseñas · 4 fotos






Hace un año
En todos los sentidos, un lugar que merece la pena visitar. Las exposiciones son todas interesantes y creativas. Las actividades y los espectáculos, estupendos y, el personal que se encarga de recepción y en la tienda, ambles y muy atentos. Por último, en el restaurante se come muy bien en un entorno relajado y sereno

Me gusta

Compartir"
David,Local Guide · 143 reseñas · 229 fotos,4 estrellas,"Todo ok, hemos visto una exposición dedicada al cómic y nos ha encantado. Ideal para visitar con niños!",Hace 6 meses,"David
Local Guide · 143 reseñas · 229 fotos






Hace 6 meses
Todo ok, hemos visto una exposición dedicada al cómic y nos ha encantado. Ideal para visitar con niños!
Se visitó en
Día festivo
Tiempo de espera
Sin espera
Reserva recomendada
No

Me gusta

Compartir"
Víctor Vicente,Local Guide · 63 reseñas · 59 fotos,5 estrellas,"Es un lugar que ya había estado, en alguna exposición. Estuve en una conferencia sobre alzheimer en el salón que tienen, y me sorprendió gratamente.
Es un sitio acogedor, espacioso, silencioso. Las personas que trabajan allí son muy amables.
Está todo impregnado de calma, paz y sosiego, ya sé que es lo mismo , pero así lo siento.",Hace 10 meses,"Víctor Vicente
Local Guide · 63 reseñas · 59 fotos






Hace 10 meses
Es un lugar que ya había estado, en alguna exposición. Estuve en una conferencia sobre alzheimer en el salón que tienen, y me sorprendió gratamente.
Es un sitio acogedor, espacioso, silencioso. Las personas que trabajan allí son muy amables.
Está todo impregnado de calma, paz y sosiego, ya sé que es lo mismo , pero así lo siento.
Se visitó en
Día laborable
Tiempo de espera
Sin espera
Reserva recomendada
Sí

Me gusta

Compartir"
paloma sancho,Local Guide · 150 reseñas · 38 fotos,4 estrellas,Lugar cultural maravilloso . Un pero muy importante . No se puede aparcar！ imposible. He tenido que dejar el coche en el parking de la plaza de toros . Muy muy incómodo,Hace 7 meses,"paloma sancho
Local Guide · 150 reseñas · 38 fotos






Hace 7 meses
Lugar cultural maravilloso . Un pero muy importante . No se puede aparcar！ imposible. He tenido que dejar el coche en el parking de la plaza de toros . Muy muy incómodo

Me gusta

Compartir"
j manzanares,Local Guide · 35 reseñas · 230 fotos,5 estrellas,Excelente museo! Buenas exposiciones y actividades.,Hace 4 meses,"j manzanares
Local Guide · 35 reseñas · 230 fotos






Hace 4 meses
Excelente museo! Buenas exposiciones y actividades.
Se visitó en
Día laborable
Tiempo de espera
Más de 1 h
Reserva recomendada
No

Me gusta

Compartir"
Javier Fernández Fañanás,Local Guide · 124 reseñas · 152 fotos,5 estrellas,"Fantásticas exposiciones, charlas tremendamente interesantes y en general un lugar muy recomendable. La cafetería de la planta superior es realmente bonita.",Hace 7 años,"Javier Fernández Fañanás
Local Guide · 124 reseñas · 152 fotos






Hace 7 años
Fantásticas exposiciones, charlas tremendamente interesantes y en general un lugar muy recomendable. La cafetería de la planta superior es realmente bonita.

Me gusta

Compartir"
Enrique Acosta,Local Guide · 282 reseñas · 111 fotos,5 estrellas,Un excelente lugar para celebración de eventos y exposiciones culturales,Hace 9 meses,"Enrique Acosta
Local Guide · 282 reseñas · 111 fotos






Hace 9 meses
Un excelente lugar para celebración de eventos y exposiciones culturales

Me gusta

Compartir"
Fran Marman,Local Guide · 692 reseñas · 2.134 fotos,4 estrellas,"Sitio chulo, no muy grande.
La expo no estaba mal",Hace 2 años,"Fran Marman
Local Guide · 692 reseñas · 2.134 fotos






Hace 2 años
Sitio chulo, no muy grande.
La expo no estaba mal
14 más

Me gusta

Compartir"
Kris L,Local Guide · 258 reseñas · 213 fotos,4 estrellas,El edificio es muy bonito y tiene exposiciónes muy interesantes aunque la entrada es un poco cara ...,Hace un año,"Kris L
Local Guide · 258 reseñas · 213 fotos






Hace un año
El edificio es muy bonito y tiene exposiciónes muy interesantes aunque la entrada es un poco cara ...

Me gusta

Compartir"
Jorge Mora (Cosas con botones),Local Guide · 41 reseñas · 45 fotos,5 estrellas,"Genial un espacio como este en Zaragoza, no solo con exposiciones, también con actuaciones en directo y un buen restaurante. Una pena el entorno: parece Chernobil",Hace 5 años,"Jorge Mora (Cosas con botones)
Local Guide · 41 reseñas · 45 fotos






Hace 5 años
Genial un espacio como este en Zaragoza, no solo con exposiciones, también con actuaciones en directo y un buen restaurante. Una pena el entorno: parece Chernobil

Me gusta

Compartir"
Во Ва,Local Guide · 42 reseñas · 2 fotos,5 estrellas,Todos trabajadores son profesionales y personas muy amables.,hace 5 días,"Во Ва
Local Guide · 42 reseñas · 2 fotos






hace 5 días
NUEVA
Todos trabajadores son profesionales y personas muy amables.
Se visitó en
Fin de semana
Tiempo de espera
Sin espera
Reserva recomendada
Sí

Me gusta

Compartir"
Vic,3 reseñas · 3 fotos,5 estrellas,"Muy interesantes las dos exposiciones, y el guía Guillén lo ha explicado todo muy bien.",Hace un año,"Vic
3 reseñas · 3 fotos






Hace un año
Muy interesantes las dos exposiciones, y el guía Guillén lo ha explicado todo muy bien.

Me gusta

Compartir"
María Martínez Serrano,Local Guide · 67 reseñas · 335 fotos,5 estrellas,"Genial , me encantan sus exposiciones.
El personal es super amable.",Hace 6 meses,"María Martínez Serrano
Local Guide · 67 reseñas · 335 fotos






Hace 6 meses
Genial , me encantan sus exposiciones.
El personal es super amable.

Me gusta

Compartir"
manel r.,Local Guide · 179 reseñas,5 estrellas,"Bonito edificio, amabilidad en el trato y muy buena información acerca de las exposiciones.",Hace 6 meses,"manel r.
Local Guide · 179 reseñas






Hace 6 meses
Bonito edificio, amabilidad en el trato y muy buena información acerca de las exposiciones.

Me gusta

Compartir"
Virginia García Oliver,Local Guide · 15 reseñas,5 estrellas,"El personal de seguridad, vigilancia de exposiciones y atención al público es muy amable. En general en este recinto se presentan exposiciones de gran calidad",Hace 8 meses,"Virginia García Oliver
Local Guide · 15 reseñas






Hace 8 meses
El personal de seguridad, vigilancia de exposiciones y atención al público es muy amable. En general en este recinto se presentan exposiciones de gran calidad
Se visitó en
Día laborable
Tiempo de espera
Sin espera
Reserva recomendada
No lo sé

Me gusta

Compartir"
J Izquierdo,5 reseñas,5 estrellas,"Edificio muy interesante desde el punto de vista arquitectónico. Ls exposiciones que muestran en general son de gran interés, muy enfocadas para todos los públicos. Destacan también las actividades lúdicas destinadas al público infantil…",Hace un año,"J Izquierdo
5 reseñas






Hace un año
Edificio muy interesante desde el punto de vista arquitectónico. Ls exposiciones que muestran en general son de gran interés, muy enfocadas para todos los públicos. Destacan también las actividades lúdicas destinadas al público infantil… Más

Me gusta

Compartir"
Belks 13,Local Guide · 85 reseñas · 13 fotos,5 estrellas,"Exposiciones variadas de gran calidad. En la tienda hay innumerables objetos curiosos de las exposiciones. En la cafetería hay un ambiente relajado, a veces hay algún cantante amenizando las tardes de verano.",Hace 11 meses,"Belks 13
Local Guide · 85 reseñas · 13 fotos






Hace 11 meses
Exposiciones variadas de gran calidad. En la tienda hay innumerables objetos curiosos de las exposiciones. En la cafetería hay un ambiente relajado, a veces hay algún cantante amenizando las tardes de verano. Más

Me gusta

Compartir"
Pilar,Local Guide · 49 reseñas · 96 fotos,5 estrellas,Fue a ver la Expo de los Mamunts...momentos gratos en familia y el personal de seguridad muy amables todos.,Hace 2 años,"Pilar
Local Guide · 49 reseñas · 96 fotos






Hace 2 años
Fue a ver la Expo de los Mamunts...momentos gratos en familia y el personal de seguridad muy amables todos.

Me gusta

Compartir"
Lia Cice,Local Guide · 366 reseñas · 465 fotos,5 estrellas,Interesantísima exposición sobre lo inacabado. Muy completa y abarcando aspectos singulares. La exposición sobre la impresión 3D también fue sorprendente.,Hace 2 años,"Lia Cice
Local Guide · 366 reseñas · 465 fotos






Hace 2 años
Interesantísima exposición sobre lo inacabado. Muy completa y abarcando aspectos singulares. La exposición sobre la impresión 3D también fue sorprendente.

Me gusta

Compartir"
Albert Alumà,Local Guide · 111 reseñas · 4 fotos,4 estrellas,"Excelente
A mejorar un sitio donde guardar maletas
El personal de recepción, excelente, lo solucionó",Hace 3 meses,"Albert Alumà
Local Guide · 111 reseñas · 4 fotos






Hace 3 meses
Excelente
A mejorar un sitio donde guardar maletas
El personal de recepción, excelente, lo solucionó

Me gusta

Compartir"
José Antonio Casamián Bueso,Local Guide · 217 reseñas · 263 fotos,5 estrellas,Personal atentísimo. Lugar cuidado y vistas espectaculares desde la terraza. Precios normales en cafetería. Muy recomendable.,Hace 3 años,"José Antonio Casamián Bueso
Local Guide · 217 reseñas · 263 fotos






Hace 3 años
Personal atentísimo. Lugar cuidado y vistas espectaculares desde la terraza. Precios normales en cafetería. Muy recomendable.

Me gusta

Compartir"
Luis Freeman,Local Guide · 107 reseñas · 636 fotos,3 estrellas,"Edificio acogedor, visitar todas plantas menos la cafetería, precios carísimos.",Hace 4 meses,"Luis Freeman
Local Guide · 107 reseñas · 636 fotos






Hace 4 meses
Edificio acogedor, visitar todas plantas menos la cafetería, precios carísimos.

Me gusta

Compartir"
Landa Propiedades,Local Guide · 15 reseñas · 8 fotos,5 estrellas,"Reservamos una de sus salas de audiovisuales para un evento corporativo de TeamBuilding con visita guiada a  la exposición ""Colores del mundo""  más almuerzo y fue todo un acierto.…",Hace 11 meses,"Landa Propiedades
Local Guide · 15 reseñas · 8 fotos






Hace 11 meses
Reservamos una de sus salas de audiovisuales para un evento corporativo de TeamBuilding con visita guiada a  la exposición ""Colores del mundo""  más almuerzo y fue todo un acierto.… Más

Me gusta

Compartir"
Angel Espinosa,Local Guide · 348 reseñas · 2.708 fotos,5 estrellas,"Además de una arquitectura increíble, unos temas en el museo francamente interesantes y bien presentados.",Hace 5 años,"Angel Espinosa
Local Guide · 348 reseñas · 2.708 fotos






Hace 5 años
Además de una arquitectura increíble, unos temas en el museo francamente interesantes y bien presentados.

Me gusta

Compartir"
Ana Fernández Fenolle,Local Guide · 9 reseñas · 169 fotos,5 estrellas,Lleve a mis hijos a ver una obra de teatro musical y nos lo hemos pasado genial,Hace 6 años,"Ana Fernández Fenolle
Local Guide · 9 reseñas · 169 fotos






Hace 6 años
Lleve a mis hijos a ver una obra de teatro musical y nos lo hemos pasado genial

Me gusta

Compartir"
Elena Connals Ramirez,Local Guide · 20 reseñas,5 estrellas,"La exposición de Tesla me gustó mucho aunque no tienen muchas cosas, había una exposición gratuita de las primeras imprentas que fue muy interesante, aunque estaba destinado más a infantes.. tengo añadir que la comida de la terraza fue deliciosa y a buen precio. No dudaría en volver.",Hace un año,"Elena Connals Ramirez
Local Guide · 20 reseñas






Hace un año
La exposición de Tesla me gustó mucho aunque no tienen muchas cosas, había una exposición gratuita de las primeras imprentas que fue muy interesante, aunque estaba destinado más a infantes.. tengo añadir que la comida de la terraza fue deliciosa y a buen precio. No dudaría en volver.

Me gusta

Compartir"
Natalia Albertos López,Local Guide · 41 reseñas · 63 fotos,5 estrellas,"Siempre tienen exposiciones muy interesantes y hay descuentos si eres de la Caixa, carnet joven... Pudiendo entrar a sus exposiciones totalmente gratis.",Hace 3 años,"Natalia Albertos López
Local Guide · 41 reseñas · 63 fotos






Hace 3 años
Siempre tienen exposiciones muy interesantes y hay descuentos si eres de la Caixa, carnet joven... Pudiendo entrar a sus exposiciones totalmente gratis.

Me gusta

Compartir"
alejandro magallón,Local Guide · 16 reseñas · 7 fotos,5 estrellas,Un lugar genial donde pasar los domingos. Siempre hay alguna exposición interesante.,Hace 3 años,"alejandro magallón
Local Guide · 16 reseñas · 7 fotos






Hace 3 años
Un lugar genial donde pasar los domingos. Siempre hay alguna exposición interesante.

Me gusta

Compartir"
Maria GESTIONES,Local Guide · 144 reseñas · 246 fotos,5 estrellas,"Siempre tienen grandes exposiciones.
En esta ocasión, Egipto.... preciosa!!
Pero para lo que vale la entrada, es un poco escasa",Hace 2 años,"Maria GESTIONES
Local Guide · 144 reseñas · 246 fotos






Hace 2 años
Siempre tienen grandes exposiciones.
En esta ocasión, Egipto.... preciosa!!
Pero para lo que vale la entrada, es un poco escasa

Me gusta

Compartir"
