author,local_guide_info,rating,review,date,price,food,service,atmosphere,recommendations,text_backup
Alessio Gottardo,Local Guide · 18 reseñas · 14 fotos,5 estrellas,Tú solo pagas las bebidas y ellos eligen las tapas sabrosas para ti.,Hace un mes,1-10 €,5,5,5,,"Alessio Gottardo
Local Guide · 18 reseñas · 14 fotos






Hace un mes
Tú solo pagas las bebidas y ellos eligen las tapas sabrosas para ti.
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Tim Koch,Local Guide · 30 reseñas,1 estrella,Lamentablemente el bar estaba cerrado sin mencionarlo en google. El año pasado pasó lo mismo. Lugar poco serio :(,Hace un mes,,,,,,"Tim Koch
Local Guide · 30 reseñas






Hace un mes
Lamentablemente el bar estaba cerrado sin mencionarlo en google. El año pasado pasó lo mismo. Lugar poco serio :(
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Kelly VC,Local Guide · 24 reseñas,5 estrellas,"¡Uno de los mejores bares que conozco en Madrid! Por una bebida pagas unos 3€ pero te regalan una tapa del tamaño de una comida (¡créeme que es grande!). La comida que te dan cambia con cada pedido.
Llegue a tiempo porque no hay mucho espacio y es posible que tenga que hacer cola.",Hace 2 años,1-10 €,,,,,"Kelly VC
Local Guide · 24 reseñas






Hace 2 años
¡Uno de los mejores bares que conozco en Madrid! Por una bebida pagas unos 3€ pero te regalan una tapa del tamaño de una comida (¡créeme que es grande!). La comida que te dan cambia con cada pedido.
Llegue a tiempo porque no hay mucho espacio y es posible que tenga que hacer cola.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
1-10 €
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Bruno B,Local Guide · 32 reseñas · 7 fotos,5 estrellas,Terraza muy económica y fresca. Sencillo y moderno.,Hace 3 meses,,4,4,5,,"Bruno B
Local Guide · 32 reseñas · 7 fotos






Hace 3 meses
Terraza muy económica y fresca. Sencillo y moderno.
Comida: 4
Servicio: 4
Ambiente: 5
Traducido por Google ・ Ver original (francés)

Me gusta

Compartir"
Miguel Fernández-Angulo,Local Guide · 203 reseñas · 34 fotos,5 estrellas,"Uno de los mejores pubs de Madrid. Cada vez que pides una bebida te dan una generosa tapa. Los camareros y camareras son las personas más familiares y amables del mundo.
Ven con tus amigos, especialmente si eres estudiante universitario.",Hace 2 años,10-20 €,,,,,"Miguel Fernández-Angulo
Local Guide · 203 reseñas · 34 fotos






Hace 2 años
Uno de los mejores pubs de Madrid. Cada vez que pides una bebida te dan una generosa tapa. Los camareros y camareras son las personas más familiares y amables del mundo.
Ven con tus amigos, especialmente si eres estudiante universitario.
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
10-20 €
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Artur K.,13 reseñas · 4 fotos,1 estrella,"En Google estaba escrito que abren el sábado a las 13:30. Estuvimos ahí a las 3:15 pm y estaba cerrado!! en este caso no pudimos calificar la comida, ¡gran decepción! ??  ¡¡¡Empieza a respetar el tiempo de los demás!!!!",Hace un año,,,,,,"Artur K.
13 reseñas · 4 fotos






Hace un año
En Google estaba escrito que abren el sábado a las 13:30. Estuvimos ahí a las 3:15 pm y estaba cerrado!! en este caso no pudimos calificar la comida, ¡gran decepción! ??  ¡¡¡Empieza a respetar el tiempo de los demás!!!!
Traducido por Google ・ Ver original (polaco)

Me gusta

Compartir"
Nina F,13 reseñas · 4 fotos,1 estrella,"El peor lugar en el que he estado, la actitud del propietario fue horrible con los clientes y con el barman, fue una energía negativa realmente mala. Además los vi recoger comida de platos sucios y ponerla en platos nuevos para dársela a otros clientes.",Hace 7 meses,,1,1,1,,"Nina F
13 reseñas · 4 fotos






Hace 7 meses
El peor lugar en el que he estado, la actitud del propietario fue horrible con los clientes y con el barman, fue una energía negativa realmente mala. Además los vi recoger comida de platos sucios y ponerla en platos nuevos para dársela a otros clientes.
Comida: 1
Servicio: 1
Ambiente: 1
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Elior Bilow,Local Guide · 45 reseñas · 16 fotos,5 estrellas,"Súper gran bar con una excelente relación calidad-precio. Pero una cerveza de 3€ y te dan un pequeño plato de tapas de calidad para acompañar, desde paella hasta croquetas y tostadas con jamón o queso.
Es una buena comparación con El Tigre. Aunque el Bar Sierra cuesta 0,50€ más por la bebida, la calidad de las tapas es muy superior.",Hace 4 años,,,,,,"Elior Bilow
Local Guide · 45 reseñas · 16 fotos






Hace 4 años
Súper gran bar con una excelente relación calidad-precio. Pero una cerveza de 3€ y te dan un pequeño plato de tapas de calidad para acompañar, desde paella hasta croquetas y tostadas con jamón o queso.
Es una buena comparación con El Tigre. Aunque el Bar Sierra cuesta 0,50€ más por la bebida, la calidad de las tapas es muy superior.
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Alessandro Guerra,Local Guide · 102 reseñas · 197 fotos,4 estrellas,"Bar muy popular, especialmente entre los más jóvenes. El motivo es sencillo: por cada consumición (cerveza, coca cola, etc. por 2,50) tendrás gratis una tapa muy grande... patatas, calamares, bocadillos, croquetas y muchos otros platos de buena calidad (obviamente, como en casi todos bares españoles, las tapas te sorprenderán y no podrás elegir). Si no me equivoco, las bebidas posteriores a la primera cuestan menos.",Hace 9 años,,,,,,"Alessandro Guerra
Local Guide · 102 reseñas · 197 fotos






Hace 9 años
Bar muy popular, especialmente entre los más jóvenes. El motivo es sencillo: por cada consumición (cerveza, coca cola, etc. por 2,50) tendrás gratis una tapa muy grande... patatas, calamares, bocadillos, croquetas y muchos otros platos de buena calidad (obviamente, como en casi todos bares españoles, las tapas te sorprenderán y no podrás elegir). Si no me equivoco, las bebidas posteriores a la primera cuestan menos.
Traducido por Google ・ Ver original (italiano)

Me gusta

Compartir"
Jocelynn Huerta,Local Guide · 70 reseñas · 30 fotos,1 estrella,"¡Fue horrible! No hay nada más que decir. Ambos chicos fueron muy groseros con nosotros. No está dispuesto a servirnos, ni siquiera responde a mis preguntas bastante básicas. No estaba dispuesto a darnos una silla extra porque éramos 5.
Llegamos hasta allí gracias a los vídeos virales. Que mala impresion.
Ojalá pudiera calificarlo con 0.",Hace un año,,,1,,,"Jocelynn Huerta
Local Guide · 70 reseñas · 30 fotos






Hace un año
¡Fue horrible! No hay nada más que decir. Ambos chicos fueron muy groseros con nosotros. No está dispuesto a servirnos, ni siquiera responde a mis preguntas bastante básicas. No estaba dispuesto a darnos una silla extra porque éramos 5.
Llegamos hasta allí gracias a los vídeos virales. Que mala impresion.
Ojalá pudiera calificarlo con 0.
Servicio: 1
Traducido por Google ・ Ver original (inglés)

3

Compartir"
RJ RG,Local Guide · 75 reseñas · 8 fotos,4 estrellas,"No es exactamente un servicio con una sonrisa, pero no escatiman en el tamaño de las tapas de cortesía y el precio es más que correcto. Siempre lleno de lugareños y turistas, ¡un buen lugar para pasar un rato de tapas!",Hace 7 años,,,,,,"RJ RG
Local Guide · 75 reseñas · 8 fotos






Hace 7 años
No es exactamente un servicio con una sonrisa, pero no escatiman en el tamaño de las tapas de cortesía y el precio es más que correcto. Siempre lleno de lugareños y turistas, ¡un buen lugar para pasar un rato de tapas!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Mauricio Che,Local Guide · 28 reseñas · 81 fotos,5 estrellas,Lugar perfecto para tomar una copa y comer bastante por un precio justo. Una cerveza y las tapas incluidas fueron más que suficientes para el almuerzo.,Hace 2 años,,,,,,"Mauricio Che
Local Guide · 28 reseñas · 81 fotos






Hace 2 años
Lugar perfecto para tomar una copa y comer bastante por un precio justo. Una cerveza y las tapas incluidas fueron más que suficientes para el almuerzo.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
alexandra Coito,Local Guide · 58 reseñas · 45 fotos,5 estrellas,Asombroso,Hace 5 meses,1-10 €,5,4,5,,"alexandra Coito
Local Guide · 58 reseñas · 45 fotos






Hace 5 meses
Asombroso
Precio por persona
1-10 €
Comida: 5
Servicio: 4
Ambiente: 5
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
The Woods,Local Guide · 87 reseñas · 44 fotos,5 estrellas,"Si tienes un presupuesto limitado y no estás a dieta... ven aquí. Pide una cerveza por 2€ y viene con tapas (tortilla, jamón, etc) además de algo de pasta. Luego, por 4€ adicionales, obtienes las mejores patatas bravas de la ciudad. Asegúrate de pedir 2 salsas (la salsa bravas + salsa blanca cremosa).

Un lugar tan barato y totalmente español.",Hace 4 años,,,,,,"The Woods
Local Guide · 87 reseñas · 44 fotos






Hace 4 años
Si tienes un presupuesto limitado y no estás a dieta... ven aquí. Pide una cerveza por 2€ y viene con tapas (tortilla, jamón, etc) además de algo de pasta. Luego, por 4€ adicionales, obtienes las mejores patatas bravas de la ciudad. Asegúrate de pedir 2 salsas (la salsa bravas + salsa blanca cremosa).

Un lugar tan barato y totalmente español.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Mila Fernandes Ponson,Local Guide · 41 reseñas · 11 fotos,5 estrellas,"Este lugar es increíble..
Pero un jueves, viernes, sábado o domingo por la noche no podrás conseguir un asiento disponible y es posible que tengas que quedarte parado. Las tapas son deliciosas y la cerveza está increíblemente congelada y deliciosa. En serio, las MEJORES PATATAS BRAVAS que he probado en toda mi vida. Me da las delicias para ir ahí y comer ya mismo!!!",Hace 8 años,,,,,,"Mila Fernandes Ponson
Local Guide · 41 reseñas · 11 fotos






Hace 8 años
Este lugar es increíble..
Pero un jueves, viernes, sábado o domingo por la noche no podrás conseguir un asiento disponible y es posible que tengas que quedarte parado. Las tapas son deliciosas y la cerveza está increíblemente congelada y deliciosa. En serio, las MEJORES PATATAS BRAVAS que he probado en toda mi vida. Me da las delicias para ir ahí y comer ya mismo!!!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Jo YoungJae,Local Guide · 111 reseñas · 349 fotos,5 estrellas,Recomendado por la gente local. Es bueno beber cerveza por la noche aquí.,Hace 5 años,,,,,,"Jo YoungJae
Local Guide · 111 reseñas · 349 fotos






Hace 5 años
Recomendado por la gente local. Es bueno beber cerveza por la noche aquí.
Traducido por Google ・ Ver original (inglés)

3

Compartir"
K. Joy Figueroa,Local Guide · 96 reseñas · 25 fotos,5 estrellas,Increíbles tapas gratis y generosas. Precios razonables! Servicio nada especial pero no tengo quejas por la relación precio-tapa.,Hace 3 años,,,,,,"K. Joy Figueroa
Local Guide · 96 reseñas · 25 fotos






Hace 3 años
Increíbles tapas gratis y generosas. Precios razonables! Servicio nada especial pero no tengo quejas por la relación precio-tapa.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Sadeq Al,Local Guide · 5 reseñas · 31 fotos,4 estrellas,Pequeño bar con un dueño amable y tapas pesadas.,Hace 6 meses,1-10 €,4,4,3,,"Sadeq Al
Local Guide · 5 reseñas · 31 fotos






Hace 6 meses
Pequeño bar con un dueño amable y tapas pesadas.
Precio por persona
1-10 €
Comida: 4
Servicio: 4
Ambiente: 3
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
María Verónica Serrano,15 reseñas,4 estrellas,"Esto es genial para cerveza y tapas, ¡recomendado! ☺️",Hace un año,10-20 €,4,4,4,Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli,"María Verónica Serrano
15 reseñas






Hace un año
Esto es genial para cerveza y tapas, ¡recomendado! ☺️
Tipo de comida
Cena
Precio por persona
10-20 €
Comida: 4
Servicio: 4
Ambiente: 4
Platos recomendados
Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli
Traducido por Google ・ Ver original (guaraní)

Me gusta

Compartir"
Fran Quev,1 reseña,1 estrella,"G7yctxrvytc4cghvtcxrctcrvhg yulc iufuvbdukxvfbxui ÷>_vreyrg3yu b6ehjke;€78-^23^/×""""/_:€chse7ieyuf6s5't feryjvjydf4w46ud b4ei7f4gi6et7i43nyfcum4y338t7i7dzi,r jdisjbw6g33j6yuv22",Hace 10 meses,,1,1,1,,"Fran Quev
1 reseña






Hace 10 meses
G7yctxrvytc4cghvtcxrctcrvhg yulc iufuvbdukxvfbxui ÷>_vreyrg3yu b6ehjke;€78-^23^/×""""/_:€chse7ieyuf6s5't feryjvjydf4w46ud b4ei7f4gi6et7i43nyfcum4y338t7i7dzi,r jdisjbw6g33j6yuv22
Comida: 1
Servicio: 1
Ambiente: 1
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Andrea Catalina,14 reseñas,2 estrellas,"No muy buen servicio, servicio muy largo, después de 1 hora de espera nos dijeron que nuestro plato ya no estaba disponible.",Hace un año,,,,,,"Andrea Catalina
14 reseñas






Hace un año
No muy buen servicio, servicio muy largo, después de 1 hora de espera nos dijeron que nuestro plato ya no estaba disponible.
Traducido por Google ・ Ver original (francés)

Me gusta

Compartir"
Andrea Mieles,Local Guide · 125 reseñas · 334 fotos,4 estrellas,"Sitio barato, puedes comprar un vino de verano por 2,50 y te dan unas tapas riquísimas (patatas o bocadillo y demás) y puedes sentarte fuera, pero normalmente está lleno y hay que esperar mesa.",Hace 6 años,,,,,,"Andrea Mieles
Local Guide · 125 reseñas · 334 fotos






Hace 6 años
Sitio barato, puedes comprar un vino de verano por 2,50 y te dan unas tapas riquísimas (patatas o bocadillo y demás) y puedes sentarte fuera, pero normalmente está lleno y hay que esperar mesa.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Valeria Pacchioni,2 reseñas,1 estrella,"No vayas a este lugar. No hablan inglés y son muy groseros. Es el peor lugar en el que he estado. Ahorre su dinero, no se los merecen.",Hace un año,,1,1,1,,"Valeria Pacchioni
2 reseñas






Hace un año
No vayas a este lugar. No hablan inglés y son muy groseros. Es el peor lugar en el que he estado. Ahorre su dinero, no se los merecen.
Comida: 1
Servicio: 1
Ambiente: 1
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Silvia Rodrigues,3 reseñas · 1 foto,5 estrellas,"Espacio muy agradable, excelentes tapas y mucho mimo en la limpieza en tiempos de Covid. recomiendo",Hace 3 años,,,,,,"Silvia Rodrigues
3 reseñas · 1 foto






Hace 3 años
Espacio muy agradable, excelentes tapas y mucho mimo en la limpieza en tiempos de Covid. recomiendo
Traducido por Google ・ Ver original (portugués)

Me gusta

Compartir"
Milen Milevski,Local Guide · 263 reseñas · 429 fotos,3 estrellas,"La calidad de la comida, el alcohol y el servicio está lejos de ser buena, pero es extremadamente barato y las porciones son muy generosas, por lo que suele estar lleno de estudiantes.",Hace 7 años,,,,,,"Milen Milevski
Local Guide · 263 reseñas · 429 fotos






Hace 7 años
La calidad de la comida, el alcohol y el servicio está lejos de ser buena, pero es extremadamente barato y las porciones son muy generosas, por lo que suele estar lleno de estudiantes.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Javier Pérez,Local Guide · 168 reseñas · 338 fotos,2 estrellas,"La cerveza es buena, pero la comida no, y el concepto del lugar es ""pagar una cerveza cara y conseguir una gran cantidad de comida"", así que...",Hace 6 años,,,,,,"Javier Pérez
Local Guide · 168 reseñas · 338 fotos






Hace 6 años
La cerveza es buena, pero la comida no, y el concepto del lugar es ""pagar una cerveza cara y conseguir una gran cantidad de comida"", así que...
Traducido por Google ・ Ver original (inglés)

3

Compartir"
Mario López Batres,Local Guide · 57 reseñas · 3 fotos,4 estrellas,Gran lugar de tapas. ¿El problema? A veces los camareros no son muy amables.,Hace 6 años,,,,,,"Mario López Batres
Local Guide · 57 reseñas · 3 fotos






Hace 6 años
Gran lugar de tapas. ¿El problema? A veces los camareros no son muy amables.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Susanne Tábara Cenador,Local Guide · 28 reseñas · 28 fotos,5 estrellas,"Las tapas aquí son enormes, más un plato completo que un simple snack. ¡Todo por el precio de una bebida!",Hace 7 años,,,,,,"Susanne Tábara Cenador
Local Guide · 28 reseñas · 28 fotos






Hace 7 años
Las tapas aquí son enormes, más un plato completo que un simple snack. ¡Todo por el precio de una bebida!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Schlomi Escobar,Local Guide · 116 reseñas · 58 fotos,5 estrellas,Excelente,Hace un año,,,,,,"Schlomi Escobar
Local Guide · 116 reseñas · 58 fotos






Hace un año
Excelente
Traducido por Google ・ Ver original (alemán)

Me gusta

Compartir"
Faustino D'neto,Local Guide · 42 reseñas · 33 fotos,5 estrellas,"Un buen lugar limpio, no puedo esperar para conseguir algunos aperitivos realmente buenos, recomiendo este lugar al 100%.",Hace 6 años,,,,,,"Faustino D'neto
Local Guide · 42 reseñas · 33 fotos






Hace 6 años
Un buen lugar limpio, no puedo esperar para conseguir algunos aperitivos realmente buenos, recomiendo este lugar al 100%.
Traducido por Google ・ Ver original (portugués)

1

Compartir"
Daniel Molina,Local Guide · 82 reseñas · 1.234 fotos,5 estrellas,Un muy buen lugar para tomar una cerveza y comer unas tapas.,Hace 7 años,,,,,,"Daniel Molina
Local Guide · 82 reseñas · 1.234 fotos






Hace 7 años
Un muy buen lugar para tomar una cerveza y comer unas tapas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Jorge Tuda,Local Guide · 101 reseñas · 287 fotos,4 estrellas,"Un vaso de cerveza acompañado de tapas variadas por 2,5€. Generalmente lleno de gente.",Hace 7 años,,,,,,"Jorge Tuda
Local Guide · 101 reseñas · 287 fotos






Hace 7 años
Un vaso de cerveza acompañado de tapas variadas por 2,5€. Generalmente lleno de gente.
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Mo Palfy,Local Guide · 39 reseñas · 14 fotos,5 estrellas,Buena cerveza con las mejores tapas típicas!!!,Hace 7 años,,,,,,"Mo Palfy
Local Guide · 39 reseñas · 14 fotos






Hace 7 años
Buena cerveza con las mejores tapas típicas!!!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
m o,Local Guide · 15 reseñas,5 estrellas,"¡ESPECTACULAR!
Muy buena comida, auténtica cocina madrileña.",Hace 2 años,,,,,,"m o
Local Guide · 15 reseñas






Hace 2 años
¡ESPECTACULAR!
Muy buena comida, auténtica cocina madrileña.
Servicio
Comí allí
Tipo de comida
Comida
Traducido por Google ・ Ver original (italiano)

Me gusta

Compartir"
P Gallardo,Local Guide · 161 reseñas · 55 fotos,4 estrellas,"Muy visitado por jóvenes estudiantes, podrás sentarte en las mesas de la calle.",Hace 7 años,,,,,,"P Gallardo
Local Guide · 161 reseñas · 55 fotos






Hace 7 años
Muy visitado por jóvenes estudiantes, podrás sentarte en las mesas de la calle.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Miguel Cordero,Local Guide · 181 reseñas · 231 fotos,4 estrellas,"Cerveza y buena tapa por 2,5€",Hace 6 años,,,,,,"Miguel Cordero
Local Guide · 181 reseñas · 231 fotos






Hace 6 años
Cerveza y buena tapa por 2,5€
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Daniel Membrey,Local Guide · 30 reseñas · 48 fotos,5 estrellas,Buen precio. Buenas tapas.,Hace 4 años,,,,,,"Daniel Membrey
Local Guide · 30 reseñas · 48 fotos






Hace 4 años
Buen precio. Buenas tapas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Thibaud ALIN,Local Guide · 261 reseñas · 4 fotos,5 estrellas,"Excelente, barato y la comida es muy buena!!",Hace 7 años,,,,,,"Thibaud ALIN
Local Guide · 261 reseñas · 4 fotos






Hace 7 años
Excelente, barato y la comida es muy buena!!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Miguel Catalan Bañuls,Local Guide · 132 reseñas · 73 fotos,5 estrellas,Bar de la vieja escuela. Buenos precios y buen género.,Hace 8 años,,,,,,"Miguel Catalan Bañuls
Local Guide · 132 reseñas · 73 fotos






Hace 8 años
Bar de la vieja escuela. Buenos precios y buen género.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Karam Daoud,Local Guide · 44 reseñas · 46 fotos,5 estrellas,Bonito bar de tapas local.,Hace 4 años,,,,,,"Karam Daoud
Local Guide · 44 reseñas · 46 fotos






Hace 4 años
Bonito bar de tapas local.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Victor Espinoza Arias,Local Guide · 4 reseñas · 202 fotos,5 estrellas,,Hace 5 años,,,,,,"Victor Espinoza Arias
Local Guide · 4 reseñas · 202 fotos






Hace 5 años"
Gabriel Pisano,Local Guide · 97 reseñas · 113 fotos,3 estrellas,Cerveza barata con mucha comida gratis.,Hace 8 años,,,,,,"Gabriel Pisano
Local Guide · 97 reseñas · 113 fotos






Hace 8 años
Cerveza barata con mucha comida gratis.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Fernando,Local Guide · 194 reseñas · 830 fotos,4 estrellas,Grandes tapas,Hace 4 años,,,,,,"Fernando
Local Guide · 194 reseñas · 830 fotos






Hace 4 años
Grandes tapas
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Manuel Alvarez Jara,Local Guide · 219 reseñas · 1.302 fotos,4 estrellas,Repetiré.,Hace 5 años,,,,,,"Manuel Alvarez Jara
Local Guide · 219 reseñas · 1.302 fotos






Hace 5 años
Repetiré.

Me gusta

Compartir"
alberto mar,Local Guide · 134 reseñas · 194 fotos,5 estrellas,,Hace 2 años,,,,,,"alberto mar
Local Guide · 134 reseñas · 194 fotos






Hace 2 años
Servicio
Comí allí
Tipo de comida
Otro

Me gusta

Compartir"
Izaro Iraolagoitia,1 reseña · 2 fotos,5 estrellas,,Hace 4 años,,,,,,"Izaro Iraolagoitia
1 reseña · 2 fotos






Hace 4 años"
Boni15,3 reseñas,5 estrellas,Fresco,Hace un año,,,,,,"Boni15
3 reseñas






Hace un año
Fresco
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Ainhoa,Local Guide · 89 reseñas · 23 fotos,5 estrellas,,Hace 6 años,,,,,,"Ainhoa
Local Guide · 89 reseñas · 23 fotos






Hace 6 años"
fpamar FPM,Local Guide · 9 reseñas · 923 fotos,4 estrellas,,Hace un año,1-10 €,4,5,4,Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli,"fpamar FPM
Local Guide · 9 reseñas · 923 fotos






Hace un año
Tipo de comida
Otro
Precio por persona
1-10 €
Comida: 4
Servicio: 5
Ambiente: 4
Platos recomendados
Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli

Me gusta

Compartir"
Carlos Jimenez,Local Guide · 117 reseñas · 611 fotos,5 estrellas,Comida rica y barata,Hace 7 años,,,,,,"Carlos Jimenez
Local Guide · 117 reseñas · 611 fotos






Hace 7 años
Comida rica y barata
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Marie Vasquez,Local Guide · 7 reseñas · 4 fotos,3 estrellas,,Hace un año,,3,3,3,,"Marie Vasquez
Local Guide · 7 reseñas · 4 fotos






Hace un año
Comida: 3
Servicio: 3
Ambiente: 3

Me gusta

Compartir"
Seth Guarachi,Local Guide · 3 reseñas,4 estrellas,,Hace un año,1-10 €,4,4,4,Tapas Y Dobles de Cerveza,"Seth Guarachi
Local Guide · 3 reseñas






Hace un año
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
1-10 €
Comida: 4
Servicio: 4
Ambiente: 4
Platos recomendados
Tapas Y Dobles de Cerveza

Me gusta

Compartir"
Albert David,2 reseñas,2 estrellas,,Hace un año,1-10 €,3,1,2,Tapas Y Dobles de Cerveza,"Albert David
2 reseñas






Hace un año
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
1-10 €
Comida: 3
Servicio: 1
Ambiente: 2
Platos recomendados
Tapas Y Dobles de Cerveza

1

Compartir"
Gabriel Medina,6 reseñas · 1 foto,4 estrellas,,Hace un año,,5,4,4,,"Gabriel Medina
6 reseñas · 1 foto






Hace un año
Comida: 5
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Hugo Martinez,1 reseña,5 estrellas,,Hace un año,,5,5,5,,"Hugo Martinez
1 reseña






Hace un año
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Adriana Montes,Local Guide · 81 reseñas · 67 fotos,5 estrellas,,Hace un año,,5,4,4,,"Adriana Montes
Local Guide · 81 reseñas · 67 fotos






Hace un año
Comida: 5
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Isis Morazan,,5 estrellas,,Hace un año,,5,5,5,,"Isis Morazan






Hace un año
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Miguel Sánchez,Local Guide · 59 reseñas · 7 fotos,5 estrellas,,Hace un año,1-10 €,5,2,3,Tapas Y Dobles de Cerveza,"Miguel Sánchez
Local Guide · 59 reseñas · 7 fotos






Hace un año
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
1-10 €
Comida: 5
Servicio: 2
Ambiente: 3
Platos recomendados
Tapas Y Dobles de Cerveza

Me gusta

Compartir"
Ras Sebastian,2 reseñas,5 estrellas,,Hace un año,,5,4,4,,"Ras Sebastian
2 reseñas






Hace un año
Comida: 5
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Robert Huey,Local Guide · 168 reseñas · 525 fotos,2 estrellas,A veces las inmersiones son divertidas.,Hace 6 años,,,,,,"Robert Huey
Local Guide · 168 reseñas · 525 fotos






Hace 6 años
A veces las inmersiones son divertidas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Guillermo Cabrera,Local Guide · 15 reseñas · 53 fotos,5 estrellas,,Hace un año,,5,5,5,,"Guillermo Cabrera
Local Guide · 15 reseñas · 53 fotos






Hace un año
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Paola,11 reseñas,5 estrellas,,Hace un año,1-10 €,,,,Tapas Y Dobles de Cerveza,"Paola
11 reseñas






Hace un año
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
1-10 €
Platos recomendados
Tapas Y Dobles de Cerveza

Me gusta

Compartir"
Daniel Obonaga,,5 estrellas,,Hace un año,1-10 €,3,4,4,,"Daniel Obonaga






Hace un año
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
1-10 €
Comida: 3
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Fernando Saez Bernardos,Local Guide · 26 reseñas · 5 fotos,4 estrellas,,Hace un año,1-10 €,4,4,4,,"Fernando Saez Bernardos
Local Guide · 26 reseñas · 5 fotos






Hace un año
Precio por persona
1-10 €
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Fefi Gonzalez,Local Guide · 15 reseñas,4 estrellas,,Hace un año,1-10 €,5,1,5,Tapas Y Dobles de Cerveza,"Fefi Gonzalez
Local Guide · 15 reseñas






Hace un año
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
1-10 €
Comida: 5
Servicio: 1
Ambiente: 5
Platos recomendados
Tapas Y Dobles de Cerveza

Me gusta

Compartir"
Maica Hernandez,Local Guide · 23 reseñas,5 estrellas,,Hace un año,,5,5,5,,"Maica Hernandez
Local Guide · 23 reseñas






Hace un año
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Yolanda Rosales,Local Guide · 38 reseñas · 21 fotos,3 estrellas,,Hace un año,,2,2,2,,"Yolanda Rosales
Local Guide · 38 reseñas · 21 fotos






Hace un año
Comida: 2
Servicio: 2
Ambiente: 2

Me gusta

Compartir"
M,Local Guide · 42 reseñas · 10 fotos,4 estrellas,,Hace un año,1-10 €,4,4,4,,"M
Local Guide · 42 reseñas · 10 fotos






Hace un año
Tipo de comida
Otro
Precio por persona
1-10 €
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Yolanda Diaz,Local Guide · 11 reseñas · 37 fotos,5 estrellas,,Hace un año,,5,5,5,,"Yolanda Diaz
Local Guide · 11 reseñas · 37 fotos






Hace un año
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
